Date,Open,High,Low,Close,Historical High Price,Days_Since_High,%_Diff_High,Historical Low Price,Days_Since_Low,%_Diff_Low,Future_High,Future_Low,% Difference from Future High,% Difference from Future Low
2024-10-15,65944.0,67803.0,64886.0,66021.0,66173.0,1,-0.22970093542683573,58935.0,4,12.023415627386104,68257.0,66077.0,-3.2758544911144645,-0.0847496103031312
2024-10-16,66077.0,68257.0,66077.0,67781.0,67803.0,1,-0.03244694187572821,58935.0,5,15.009756511410878,68038.0,66739.0,-0.37773009200740765,1.561305983008436
2024-10-17,67789.0,68038.0,66739.0,67548.0,68257.0,1,-1.0387213033095506,58935.0,6,14.614405701196235,68871.0,66751.0,-1.920982706799669,1.1939896031520127
2024-10-18,67543.0,68871.0,66751.0,68871.0,68257.0,2,0.8995414389732922,58935.0,7,16.8592517179944,68970.0,68092.0,-0.14354066985645933,1.1440404159078894
2024-10-19,68779.0,68970.0,68092.0,68184.0,68871.0,1,-0.9975170971816876,62060.0,6,9.867869803416049,68754.0,68047.0,-0.8290426738807924,0.20133143268623158
2024-10-20,68230.0,68754.0,68047.0,68610.0,68970.0,1,-0.5219660722053067,62060.0,7,10.554302288108282,69432.0,66839.0,-1.1838921534739024,2.649650653061835
2024-10-21,68603.0,69432.0,66839.0,66963.0,68970.0,2,-2.9099608525445846,62201.0,7,7.655825469043906,67941.0,66669.0,-1.4394842584006713,0.44098456554020604
2024-10-22,67293.0,67941.0,66669.0,67270.0,69432.0,1,-3.113837999769559,64886.0,7,3.6741361772955643,67740.0,65943.0,-0.6938293475051668,2.012343994055472
2024-10-23,67236.0,67740.0,65943.0,66042.0,69432.0,2,-4.88247493950916,66077.0,7,-0.052968506439457,67928.0,65162.0,-2.7764692026851963,1.3504803413032136
2024-10-24,66218.0,67928.0,65162.0,67623.0,69432.0,3,-2.605426892499136,65943.0,1,2.5476547927755786,68821.0,67240.0,-1.7407477368826376,0.5696014277215943
2024-10-25,67660.0,68821.0,67240.0,67378.0,69432.0,4,-2.958290125590506,65162.0,1,3.4007550412817285,67834.0,65564.0,-0.6722292655600436,2.7667622475748885
2024-10-26,67683.0,67834.0,65564.0,66794.0,69432.0,5,-3.7994008526327914,65162.0,2,2.504527178416869,67765.0,66741.0,-1.4328930864015348,0.07941145622630766
2024-10-27,66782.0,67765.0,66741.0,67671.0,69432.0,6,-2.5362945039751126,65162.0,3,3.8504036094656393,69218.0,67467.0,-2.2349677829466326,0.3023700475788163
2024-10-28,67707.0,69218.0,67467.0,68590.0,69432.0,7,-1.2126973153589122,65162.0,4,5.260734784076608,72360.0,68418.0,-5.210060807075732,0.2513958315063287
2024-10-29,68418.0,72360.0,68418.0,72350.0,69218.0,1,4.524834580600421,65162.0,5,11.030968969644885,73562.0,71430.0,-1.6475897882058672,1.2879742405151897
2024-10-30,72403.0,73562.0,71430.0,72120.0,72360.0,1,-0.33167495854063017,65162.0,6,10.678002516804272,72860.0,70423.0,-1.0156464452374416,2.409724095820968
2024-10-31,71943.0,72860.0,70423.0,70527.0,73562.0,1,-4.125771458089774,65162.0,7,8.23332617169516,70833.0,68840.0,-0.43200203295074324,2.4506101104009295
2024-11-01,70557.0,70833.0,68840.0,70024.0,73562.0,2,-4.80954840814551,65564.0,6,6.802513574522603,,,,
